id,details
SECTION_41_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-12 13:05:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) TRANSACTION RECORD:   Originator: Marcus Thorne / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $486,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). --------------------------------------------------------------------------------"
SECTION_42_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-12 22:37:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Sarah Lin (Accountant), Elena Rostova (The Tsaritsa) CELLULAR INTERCEPT DATA:   Device A: Sarah Lin (+1-619-555-0122) | Device B: Elena Rostova (+1-312-555-0188)   Cell Tower Sector: T-902 (412 Oak Street, Paterson, NJ (Safehouse Alpha))   Event: Call duration 160 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_43_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-13 09:10:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Sarah Lin (Accountant), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Sarah Lin / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $125,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0122 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_44_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-13 16:42:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Sarah Lin (Accountant) NARRATIVE: On 2025-08-13 16:42:00 EST, surveillance team observed Tariq Mansoor operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 412 Oak Street, Paterson, NJ (Safehouse Alpha) where a clandestine meeting occurred with Sarah Lin. Subjects were observed discussing operations related to Apex Freight Logistics (1428 Elmwood Ave, Chicago IL). Subject Sarah Lin was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_45_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-14 04:43:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Victor Vance (The Tailor), Marcus Thorne (Enforcer) TARGET LINE: +1-312-555-0199 (Victor Vance) -> +1-202-555-0143 (Marcus Thorne) TRANSCRIPT:   [2025-08-14 04:43:00 EST] Victor Vance: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-08-14 04:43:00 EST] Marcus Thorne: 'It is pending at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). We need $130,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-08-14 04:43:00 EST] Victor Vance: 'Make sure Enforcer handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_46_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-14 06:13:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) TRANSACTION RECORD:   Originator: Marcus Thorne / Pacific Import Export Co. (San Diego, CA)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $207,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). --------------------------------------------------------------------------------"
SECTION_47_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-14 11:48:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Marcus Thorne (Enforcer) CELLULAR INTERCEPT DATA:   Device A: Tariq Mansoor (+1-973-555-0167) | Device B: Marcus Thorne (+1-202-555-0143)   Cell Tower Sector: T-902 (1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ))   Event: Call duration 166 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_48_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-14 14:40:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Carlos Mendez / Horizon Global Transfer (Account HGT-9011)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $130,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0199 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_49_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-14 19:59:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Marcus Thorne (Enforcer) TARGET LINE: +1-619-555-0199 (Carlos Mendez) -> +1-202-555-0143 (Marcus Thorne) TRANSCRIPT:   [2025-08-14 19:59:00 EST] Carlos Mendez: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-08-14 19:59:00 EST] Marcus Thorne: 'It is pending at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). We need $118,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-08-14 19:59:00 EST] Carlos Mendez: 'Make sure Enforcer handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_50_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-15 05:25:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Victor Vance (The Tailor), Marcus Thorne (Enforcer) NARRATIVE: On 2025-08-15 05:25:00 EST, surveillance team observed Victor Vance operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to Pier 4, Gary Port Facility, Gary, IN where a clandestine meeting occurred with Marcus Thorne. Subjects were observed discussing operations related to Apex Freight Logistics (1428 Elmwood Ave, Chicago IL). Subject Marcus Thorne was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_51_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-15 13:21:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Marcus Thorne (Enforcer) NARRATIVE: On 2025-08-15 13:21:00 EST, surveillance team observed Tariq Mansoor operating Black 2021 Ford Explorer (IL Plate: 7XYZ-89). Subject traveled directly to Pier 4, Gary Port Facility, Gary, IN where a clandestine meeting occurred with Marcus Thorne. Subjects were observed discussing operations related to Pacific Import Export Co. (San Diego, CA). Subject Marcus Thorne was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_52_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-15 17:04:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Elena Rostova (+1-312-555-0188) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (304 Pier Road, Gary, IN (Lakeside Bistro))   Event: Call duration 29 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_53_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-16 05:16:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Marcus Thorne (Enforcer) TRANSACTION RECORD:   Originator: Tariq Mansoor / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $220,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-973-555-0167 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_54_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-16 15:29:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Marcus Thorne (Enforcer) NARRATIVE: On 2025-08-16 15:29:00 EST, surveillance team observed Carlos Mendez operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to 88 Industrial Parkway, Newark, NJ (Warehouse Depot) where a clandestine meeting occurred with Marcus Thorne. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Marcus Thorne was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_55_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-16 20:08:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Sarah Lin / Horizon Global Transfer (Account HGT-9011)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $550,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0122 active at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). --------------------------------------------------------------------------------"
SECTION_56_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-17 08:35:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Sarah Lin (Accountant), Elena Rostova (The Tsaritsa) TARGET LINE: +1-619-555-0122 (Sarah Lin) -> +1-312-555-0188 (Elena Rostova) TRANSCRIPT:   [2025-08-17 08:35:00 EST] Sarah Lin: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-08-17 08:35:00 EST] Elena Rostova: 'It is pending at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). We need $393,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-08-17 08:35:00 EST] Sarah Lin: 'Make sure The Tsaritsa handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_57_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-17 21:33:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Victor Vance (The Tailor), Sarah Lin (Accountant) TARGET LINE: +1-312-555-0199 (Victor Vance) -> +1-619-555-0122 (Sarah Lin) TRANSCRIPT:   [2025-08-17 21:33:00 EST] Victor Vance: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-08-17 21:33:00 EST] Sarah Lin: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $274,000 sent to First National Bank Acc #8839-10294-US.'   [2025-08-17 21:33:00 EST] Victor Vance: 'Make sure Accountant handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_58_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-17 23:10:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Elena Rostova / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $913,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0188 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_59_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-18 10:04:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Tariq Mansoor (Ghost) TARGET LINE: +1-312-555-0188 (Elena Rostova) -> +1-973-555-0167 (Tariq Mansoor) TRANSCRIPT:   [2025-08-18 10:04:00 EST] Elena Rostova: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-08-18 10:04:00 EST] Tariq Mansoor: 'It is pending at 304 Pier Road, Gary, IN (Lakeside Bistro). We need $188,000 sent to First National Bank Acc #8839-10294-US.'   [2025-08-18 10:04:00 EST] Elena Rostova: 'Make sure Ghost handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_60_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-18 11:38:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) NARRATIVE: On 2025-08-18 11:38:00 EST, surveillance team observed Marcus Thorne operating Black 2021 Ford Explorer (IL Plate: 7XYZ-89). Subject traveled directly to 304 Pier Road, Gary, IN (Lakeside Bistro) where a clandestine meeting occurred with Tariq Mansoor. Subjects were observed discussing operations related to Apex Freight Logistics (1428 Elmwood Ave, Chicago IL). Subject Tariq Mansoor was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_61_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-18 13:35:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Carlos Mendez (El Toro) NARRATIVE: On 2025-08-18 13:35:00 EST, surveillance team observed Marcus Thorne operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ) where a clandestine meeting occurred with Carlos Mendez. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Carlos Mendez was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_62_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-18 17:22:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Sarah Lin (+1-619-555-0122) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (88 Industrial Parkway, Newark, NJ (Warehouse Depot))   Event: Call duration 255 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_63_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-18 20:09:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Elena Rostova (The Tsaritsa) NARRATIVE: On 2025-08-18 20:09:00 EST, surveillance team observed Sarah Lin operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to 304 Pier Road, Gary, IN (Lakeside Bistro) where a clandestine meeting occurred with Elena Rostova. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Elena Rostova was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_64_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-19 07:48:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Marcus Thorne (Enforcer) CELLULAR INTERCEPT DATA:   Device A: Elena Rostova (+1-312-555-0188) | Device B: Marcus Thorne (+1-202-555-0143)   Cell Tower Sector: T-902 (304 Pier Road, Gary, IN (Lakeside Bistro))   Event: Call duration 285 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_65_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-19 14:34:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) TARGET LINE: +1-202-555-0143 (Marcus Thorne) -> +1-973-555-0167 (Tariq Mansoor) TRANSCRIPT:   [2025-08-19 14:34:00 EST] Marcus Thorne: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-08-19 14:34:00 EST] Tariq Mansoor: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $466,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-08-19 14:34:00 EST] Marcus Thorne: 'Make sure Ghost handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_66_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-19 20:26:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Marcus Thorne (Enforcer) NARRATIVE: On 2025-08-19 20:26:00 EST, surveillance team observed Tariq Mansoor operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 304 Pier Road, Gary, IN (Lakeside Bistro) where a clandestine meeting occurred with Marcus Thorne. Subjects were observed discussing operations related to Apex Freight Logistics (1428 Elmwood Ave, Chicago IL). Subject Marcus Thorne was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_67_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-20 07:02:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Elena Rostova (The Tsaritsa) TRANSACTION RECORD:   Originator: Marcus Thorne / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $377,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). --------------------------------------------------------------------------------"
